area,status,roomType,utilities,price
27,0,tro,"['tủ lạnh', 'máy giặt', 'bếp']",1700
11,0,tro,"['wifi', 'bếp', 'điều hoà', 'tủ lạnh', 'tủ quần áo', 'nóng lạnh']",2200
28,0,tro,"['bếp', 'máy giặt', 'tủ lạnh', 'điều hoà', 'tủ quần áo', 'wifi', 'nóng lạnh']",1900
16,0,tro,"['nóng lạnh', 'tủ lạnh', 'bếp', 'tủ quần áo']",1600
39,0,tro,"['tủ lạnh', 'điều hoà']",2700
15,1,tro,['điều hoà'],2900
29,1,tro,"['wifi', 'nóng lạnh']",2100
15,0,tro,"['tủ quần áo', 'điều hoà', 'wifi', 'máy giặt', 'nóng lạnh']",1100
24,0,tro,"['wifi', 'nóng lạnh', 'bếp', 'điều hoà', 'tủ quần áo']",1200
15,1,tro,"['wifi', 'nóng lạnh', 'tủ quần áo', 'điều hoà', 'bếp']",2800
24,0,tro,"['nóng lạnh', 'wifi']",1700
16,1,tro,"['tủ lạnh', 'máy giặt', 'điều hoà', 'wifi', 'nóng lạnh', 'bếp']",1900
10,0,tro,"['điều hoà', 'tủ quần áo', 'tủ lạnh', 'bếp', 'wifi', 'máy giặt']",1200
26,0,tro,"['nóng lạnh', 'bếp', 'tủ quần áo', 'tủ lạnh', 'wifi', 'điều hoà']",2100
34,1,tro,"['tủ lạnh', 'nóng lạnh', 'bếp', 'tủ quần áo']",2100
11,0,tro,"['bếp', 'tủ lạnh', 'tủ quần áo']",1800
39,0,tro,"['tủ lạnh', 'máy giặt']",2900
26,0,tro,"['bếp', 'tủ quần áo', 'máy giặt', 'nóng lạnh', 'điều hoà', 'wifi', 'tủ lạnh']",2900
25,1,tro,"['máy giặt', 'tủ lạnh', 'nóng lạnh', 'tủ quần áo']",2300
38,0,tro,['bếp'],1700
25,0,tro,"['bếp', 'điều hoà']",1800
22,1,tro,['wifi'],2900
18,0,tro,"['tủ lạnh', 'tủ quần áo', 'điều hoà', 'bếp']",1500
36,1,tro,"['tủ lạnh', 'wifi', 'nóng lạnh', 'máy giặt']",2000
30,1,tro,"['máy giặt', 'tủ quần áo']",1500
34,0,tro,"['máy giặt', 'điều hoà', 'wifi', 'tủ lạnh', 'bếp', 'tủ quần áo']",1000
39,1,tro,['nóng lạnh'],2900
36,0,tro,"['bếp', 'wifi', 'tủ quần áo']",2800
24,1,tro,"['tủ quần áo', 'wifi', 'nóng lạnh', 'điều hoà']",2900
20,0,tro,"['máy giặt', 'tủ lạnh', 'điều hoà', 'nóng lạnh', 'bếp', 'tủ quần áo', 'wifi']",1000
29,0,tro,"['điều hoà', 'wifi', 'tủ lạnh', 'nóng lạnh', 'tủ quần áo', 'bếp']",2500
29,0,tro,"['máy giặt', 'tủ lạnh', 'nóng lạnh']",1300
27,0,tro,['bếp'],1400
30,0,tro,"['máy giặt', 'tủ quần áo', 'điều hoà', 'bếp']",1200
30,0,tro,['wifi'],2100
13,0,tro,['bếp'],1000
34,0,tro,"['wifi', 'điều hoà']",1900
15,1,tro,"['tủ quần áo', 'wifi', 'máy giặt']",2500
28,1,tro,"['bếp', 'máy giặt', 'điều hoà', 'wifi', 'tủ quần áo', 'nóng lạnh']",1700
31,1,tro,"['nóng lạnh', 'wifi', 'tủ lạnh', 'bếp', 'máy giặt', 'điều hoà']",1100
30,0,tro,"['máy giặt', 'tủ quần áo', 'wifi', 'bếp', 'điều hoà', 'tủ lạnh', 'nóng lạnh']",2900
33,0,tro,"['bếp', 'nóng lạnh', 'điều hoà', 'máy giặt']",2000
30,1,tro,"['máy giặt', 'tủ lạnh', 'điều hoà', 'tủ quần áo', 'bếp', 'wifi']",1300
11,1,tro,"['máy giặt', 'wifi']",2000
24,1,tro,"['wifi', 'máy giặt', 'điều hoà', 'bếp', 'nóng lạnh']",1800
25,1,tro,['tủ lạnh'],1000
38,0,tro,"['điều hoà', 'wifi', 'tủ quần áo', 'bếp', 'máy giặt', 'nóng lạnh', 'tủ lạnh']",2700
25,0,tro,"['máy giặt', 'nóng lạnh', 'điều hoà', 'tủ lạnh', 'wifi', 'tủ quần áo']",1400
18,0,tro,"['tủ lạnh', 'wifi', 'bếp']",1200
23,1,tro,"['tủ lạnh', 'nóng lạnh']",2700
17,0,tro,"['tủ quần áo', 'tủ lạnh', 'điều hoà', 'bếp']",2000
34,0,tro,"['tủ lạnh', 'tủ quần áo', 'điều hoà', 'máy giặt', 'bếp', 'nóng lạnh']",1200
35,0,tro,"['bếp', 'tủ quần áo']",2400
11,0,tro,"['wifi', 'nóng lạnh']",3000
11,1,tro,['nóng lạnh'],2200
33,0,tro,"['điều hoà', 'tủ quần áo', 'bếp', 'wifi']",2200
39,0,tro,"['tủ lạnh', 'nóng lạnh', 'wifi', 'bếp', 'máy giặt', 'điều hoà']",2500
40,1,tro,"['bếp', 'nóng lạnh', 'máy giặt']",1500
33,1,tro,"['bếp', 'tủ lạnh', 'wifi', 'nóng lạnh']",2300
20,1,tro,"['máy giặt', 'nóng lạnh', 'điều hoà', 'tủ quần áo']",1700
22,0,tro,"['điều hoà', 'wifi', 'nóng lạnh', 'máy giặt', 'bếp', 'tủ lạnh']",1000
25,0,tro,"['bếp', 'tủ lạnh', 'tủ quần áo']",2600
17,1,tro,"['máy giặt', 'tủ lạnh', 'bếp']",1900
29,0,tro,"['điều hoà', 'bếp', 'wifi', 'nóng lạnh', 'tủ lạnh', 'máy giặt']",2500
28,0,tro,"['nóng lạnh', 'wifi', 'tủ quần áo', 'bếp', 'điều hoà']",1600
10,0,tro,"['nóng lạnh', 'wifi']",1700
27,1,tro,"['bếp', 'tủ quần áo']",2300
30,1,tro,"['điều hoà', 'máy giặt', 'tủ quần áo', 'nóng lạnh']",1400
40,0,tro,"['nóng lạnh', 'tủ quần áo']",1100
16,1,tro,"['wifi', 'nóng lạnh', 'điều hoà']",2600
28,0,tro,"['điều hoà', 'wifi', 'nóng lạnh', 'bếp', 'tủ quần áo', 'máy giặt', 'tủ lạnh']",1800
34,1,tro,"['wifi', 'nóng lạnh', 'máy giặt', 'tủ lạnh', 'điều hoà', 'tủ quần áo', 'bếp']",2700
20,0,tro,"['nóng lạnh', 'wifi', 'bếp']",2100
38,1,tro,"['nóng lạnh', 'tủ quần áo', 'máy giặt', 'bếp', 'điều hoà', 'tủ lạnh']",1900
16,0,tro,['tủ lạnh'],1400
32,1,tro,"['nóng lạnh', 'tủ quần áo', 'điều hoà', 'tủ lạnh']",1200
14,0,tro,['wifi'],1800
35,0,tro,"['wifi', 'máy giặt', 'điều hoà', 'tủ quần áo', 'tủ lạnh', 'bếp', 'nóng lạnh']",1500
19,1,tro,"['wifi', 'máy giặt', 'điều hoà', 'nóng lạnh']",1900
27,0,tro,"['tủ lạnh', 'nóng lạnh', 'máy giặt', 'tủ quần áo']",2000
27,1,tro,"['máy giặt', 'bếp', 'tủ quần áo', 'wifi', 'nóng lạnh']",1700
32,1,tro,"['bếp', 'tủ quần áo', 'điều hoà', 'máy giặt', 'wifi', 'tủ lạnh', 'nóng lạnh']",2200
15,1,tro,"['tủ lạnh', 'wifi', 'nóng lạnh', 'máy giặt', 'điều hoà', 'tủ quần áo', 'bếp']",2400
23,1,tro,"['điều hoà', 'máy giặt', 'wifi', 'bếp', 'nóng lạnh', 'tủ lạnh']",1100
37,0,tro,"['nóng lạnh', 'điều hoà', 'bếp']",2000
39,0,tro,['bếp'],2700
29,0,tro,"['bếp', 'tủ lạnh']",2400
39,1,tro,"['tủ lạnh', 'tủ quần áo']",1200
13,0,tro,"['tủ quần áo', 'tủ lạnh', 'máy giặt', 'bếp']",1500
32,0,tro,['nóng lạnh'],2900
18,1,tro,"['tủ lạnh', 'tủ quần áo', 'wifi', 'bếp']",1000
22,0,tro,"['tủ quần áo', 'máy giặt', 'bếp']",1400
16,1,tro,"['tủ quần áo', 'wifi', 'nóng lạnh', 'điều hoà', 'tủ lạnh']",2500
12,1,tro,"['wifi', 'điều hoà', 'nóng lạnh']",2200
29,0,tro,"['máy giặt', 'wifi', 'tủ quần áo', 'điều hoà', 'bếp']",1300
39,1,tro,"['wifi', 'bếp', 'tủ lạnh', 'điều hoà', 'máy giặt']",2800
21,1,tro,"['máy giặt', 'wifi', 'nóng lạnh']",2800
36,0,tro,"['điều hoà', 'nóng lạnh', 'tủ lạnh', 'wifi']",1400
22,0,tro,"['máy giặt', 'tủ quần áo', 'bếp', 'nóng lạnh']",2700
14,0,tro,['nóng lạnh'],1800
34,1,tro,"['nóng lạnh', 'tủ lạnh', 'wifi', 'tủ quần áo', 'máy giặt']",1800
35,0,tro,"['nóng lạnh', 'wifi', 'máy giặt', 'tủ lạnh', 'bếp', 'tủ quần áo']",2100
31,0,tro,['wifi'],1700
40,0,tro,"['tủ lạnh', 'bếp', 'điều hoà']",2600
37,0,tro,"['nóng lạnh', 'tủ lạnh', 'máy giặt', 'tủ quần áo']",1500
23,1,tro,"['điều hoà', 'tủ lạnh', 'máy giặt', 'nóng lạnh', 'wifi', 'bếp']",2400
35,0,tro,"['máy giặt', 'bếp', 'tủ quần áo', 'điều hoà', 'tủ lạnh', 'wifi']",1300
27,0,tro,"['tủ quần áo', 'nóng lạnh', 'wifi', 'bếp', 'điều hoà', 'máy giặt']",1400
25,1,tro,"['wifi', 'tủ quần áo']",1800
38,1,tro,"['tủ lạnh', 'bếp', 'wifi', 'máy giặt', 'điều hoà']",2300
13,1,tro,"['điều hoà', 'bếp', 'tủ lạnh', 'wifi', 'tủ quần áo', 'nóng lạnh', 'máy giặt']",1600
18,1,tro,"['máy giặt', 'wifi']",1200
23,1,tro,['máy giặt'],1100
21,1,tro,"['điều hoà', 'máy giặt']",2300
35,1,tro,"['nóng lạnh', 'tủ lạnh', 'tủ quần áo', 'wifi', 'bếp', 'điều hoà']",1500
37,0,tro,"['máy giặt', 'tủ quần áo', 'bếp', 'wifi']",1500
21,1,tro,['bếp'],1500
38,1,tro,"['máy giặt', 'wifi', 'tủ lạnh', 'tủ quần áo', 'điều hoà', 'bếp']",1100
36,0,tro,"['máy giặt', 'tủ lạnh', 'điều hoà', 'bếp', 'nóng lạnh']",2100
34,1,tro,"['máy giặt', 'tủ lạnh', 'điều hoà']",2000
22,0,tro,"['bếp', 'tủ lạnh']",2500
21,1,tro,"['điều hoà', 'tủ quần áo']",2500
36,1,tro,"['bếp', 'điều hoà', 'wifi', 'nóng lạnh', 'máy giặt', 'tủ lạnh', 'tủ quần áo']",1700
34,0,tro,"['bếp', 'wifi', 'tủ lạnh']",2900
23,0,tro,"['nóng lạnh', 'tủ quần áo', 'tủ lạnh', 'điều hoà', 'wifi']",2900
31,0,tro,"['nóng lạnh', 'tủ quần áo', 'wifi', 'máy giặt']",2900
18,0,tro,"['bếp', 'tủ quần áo', 'tủ lạnh', 'nóng lạnh', 'điều hoà', 'wifi']",2100
10,0,tro,"['bếp', 'máy giặt']",1300
16,0,tro,"['máy giặt', 'wifi', 'bếp', 'điều hoà']",2300
39,1,tro,"['điều hoà', 'tủ lạnh']",2200
24,0,tro,"['điều hoà', 'wifi']",2500
21,1,tro,"['điều hoà', 'máy giặt', 'nóng lạnh', 'tủ quần áo', 'tủ lạnh', 'bếp', 'wifi']",1100
16,1,tro,"['nóng lạnh', 'wifi']",2200
12,1,tro,"['máy giặt', 'bếp', 'tủ quần áo', 'wifi', 'tủ lạnh', 'điều hoà', 'nóng lạnh']",1600
20,1,tro,['điều hoà'],1100
10,1,tro,['tủ quần áo'],2100
22,0,tro,"['máy giặt', 'nóng lạnh', 'tủ quần áo', 'wifi', 'bếp', 'điều hoà', 'tủ lạnh']",2600
37,0,tro,"['tủ lạnh', 'wifi']",2600
39,0,tro,['bếp'],2900
23,0,tro,"['điều hoà', 'bếp', 'wifi']",1800
16,0,tro,"['máy giặt', 'nóng lạnh', 'wifi']",1200
28,1,tro,"['điều hoà', 'bếp', 'tủ lạnh']",2500
23,0,tro,"['máy giặt', 'bếp', 'tủ lạnh', 'wifi']",1900
17,1,tro,"['điều hoà', 'máy giặt', 'bếp']",2700
39,1,tro,"['tủ lạnh', 'máy giặt', 'nóng lạnh']",1500
30,1,tro,"['tủ quần áo', 'bếp', 'tủ lạnh', 'điều hoà', 'máy giặt']",2500
30,1,tro,"['tủ lạnh', 'bếp']",1500
38,0,tro,"['điều hoà', 'nóng lạnh', 'tủ lạnh']",1600
33,0,tro,"['bếp', 'tủ quần áo', 'máy giặt', 'wifi', 'điều hoà', 'nóng lạnh', 'tủ lạnh']",2600
32,1,tro,"['tủ quần áo', 'bếp', 'wifi']",2200
30,1,tro,"['tủ quần áo', 'tủ lạnh', 'bếp', 'điều hoà']",2700
31,0,tro,"['tủ lạnh', 'máy giặt', 'điều hoà', 'bếp', 'wifi']",1700
23,0,tro,"['wifi', 'tủ lạnh', 'tủ quần áo', 'máy giặt', 'nóng lạnh', 'bếp']",2600
20,0,tro,"['máy giặt', 'nóng lạnh', 'tủ lạnh', 'điều hoà', 'tủ quần áo', 'bếp', 'wifi']",1900
13,0,tro,"['wifi', 'tủ quần áo', 'điều hoà', 'bếp', 'máy giặt']",1500
10,1,tro,"['tủ quần áo', 'nóng lạnh', 'tủ lạnh', 'bếp', 'máy giặt']",2300
16,1,tro,"['nóng lạnh', 'máy giặt', 'điều hoà', 'bếp']",1000
30,1,tro,"['điều hoà', 'wifi']",2300
19,0,tro,['máy giặt'],1300
12,0,tro,"['nóng lạnh', 'điều hoà', 'tủ quần áo']",2500
16,0,tro,['wifi'],2700
19,1,tro,"['nóng lạnh', 'bếp']",1600
39,1,tro,"['bếp', 'tủ lạnh', 'tủ quần áo', 'điều hoà', 'wifi', 'máy giặt', 'nóng lạnh']",1600
12,1,tro,"['tủ lạnh', 'điều hoà', 'nóng lạnh', 'bếp', 'máy giặt', 'wifi', 'tủ quần áo']",1900
16,0,tro,"['máy giặt', 'điều hoà', 'bếp', 'tủ lạnh', 'wifi', 'nóng lạnh', 'tủ quần áo']",2500
15,0,tro,"['nóng lạnh', 'máy giặt', 'tủ lạnh', 'tủ quần áo', 'điều hoà', 'bếp']",1500
17,0,tro,"['máy giặt', 'tủ lạnh', 'nóng lạnh', 'bếp']",1600
28,1,tro,"['nóng lạnh', 'wifi', 'bếp', 'điều hoà']",1600
32,0,tro,"['điều hoà', 'wifi', 'nóng lạnh', 'tủ quần áo', 'tủ lạnh', 'bếp']",2300
34,0,tro,"['tủ quần áo', 'điều hoà', 'máy giặt']",2900
23,0,tro,"['tủ quần áo', 'wifi', 'tủ lạnh', 'nóng lạnh', 'bếp', 'điều hoà']",2400
30,1,tro,"['tủ quần áo', 'nóng lạnh', 'wifi']",1100
20,1,tro,"['tủ quần áo', 'tủ lạnh', 'bếp', 'wifi', 'máy giặt', 'điều hoà', 'nóng lạnh']",1100
19,1,tro,['máy giặt'],1600
38,0,tro,"['wifi', 'tủ lạnh', 'nóng lạnh', 'bếp', 'tủ quần áo', 'điều hoà', 'máy giặt']",2600
36,0,tro,"['bếp', 'wifi']",1100
15,1,tro,"['tủ quần áo', 'bếp']",1900
17,1,tro,"['bếp', 'tủ quần áo', 'tủ lạnh', 'nóng lạnh', 'điều hoà', 'wifi', 'máy giặt']",2900
30,0,tro,"['nóng lạnh', 'wifi', 'tủ lạnh', 'tủ quần áo', 'bếp']",1400
26,0,tro,"['tủ lạnh', 'bếp', 'wifi', 'máy giặt', 'tủ quần áo', 'nóng lạnh']",2300
25,0,tro,"['tủ lạnh', 'điều hoà', 'máy giặt', 'tủ quần áo', 'wifi', 'bếp', 'nóng lạnh']",2600
10,0,tro,['tủ lạnh'],1400
34,0,tro,"['tủ lạnh', 'tủ quần áo', 'điều hoà', 'wifi', 'nóng lạnh', 'bếp', 'máy giặt']",1700
14,0,tro,"['điều hoà', 'bếp']",2000
25,1,tro,"['tủ lạnh', 'máy giặt', 'bếp']",1700
30,1,tro,['điều hoà'],1500
29,1,tro,"['nóng lạnh', 'wifi', 'tủ quần áo']",1900
12,1,tro,"['bếp', 'tủ quần áo', 'tủ lạnh', 'nóng lạnh', 'điều hoà']",2100
10,1,tro,"['tủ quần áo', 'tủ lạnh']",2200
19,1,tro,"['nóng lạnh', 'tủ lạnh', 'điều hoà']",1700
36,0,tro,"['điều hoà', 'máy giặt']",2400
24,0,tro,"['điều hoà', 'tủ quần áo', 'tủ lạnh', 'nóng lạnh', 'máy giặt', 'wifi', 'bếp']",2800
33,0,tro,"['wifi', 'máy giặt', 'nóng lạnh', 'tủ quần áo', 'điều hoà', 'tủ lạnh', 'bếp']",2800
18,1,tro,"['điều hoà', 'máy giặt', 'tủ lạnh', 'tủ quần áo']",2600
16,1,tro,"['tủ lạnh', 'bếp', 'máy giặt', 'wifi']",1200
26,0,tro,"['máy giặt', 'tủ lạnh', 'nóng lạnh', 'tủ quần áo', 'điều hoà', 'wifi']",2800
40,1,tro,"['máy giặt', 'bếp', 'wifi', 'tủ quần áo']",2600
27,1,tro,"['bếp', 'điều hoà', 'wifi', 'tủ quần áo', 'tủ lạnh', 'máy giặt', 'nóng lạnh']",2500
14,0,tro,"['nóng lạnh', 'bếp', 'tủ quần áo']",1900
30,1,tro,"['điều hoà', 'wifi', 'bếp', 'nóng lạnh', 'tủ lạnh', 'tủ quần áo', 'máy giặt']",1500
37,1,tro,"['tủ quần áo', 'nóng lạnh', 'bếp', 'wifi', 'tủ lạnh', 'điều hoà']",2900
36,1,tro,"['điều hoà', 'nóng lạnh', 'wifi', 'tủ lạnh', 'máy giặt']",2000
31,0,tro,"['tủ lạnh', 'máy giặt', 'điều hoà', 'wifi', 'bếp', 'nóng lạnh', 'tủ quần áo']",1600
20,0,tro,"['bếp', 'wifi', 'tủ lạnh']",2300
19,1,tro,"['tủ lạnh', 'wifi', 'điều hoà', 'tủ quần áo', 'nóng lạnh']",1500
14,1,tro,"['tủ lạnh', 'máy giặt', 'nóng lạnh']",1500
15,1,tro,"['máy giặt', 'wifi', 'nóng lạnh', 'điều hoà']",2900
34,1,tro,"['tủ quần áo', 'nóng lạnh', 'tủ lạnh', 'wifi', 'điều hoà', 'bếp']",2700
20,0,tro,"['bếp', 'tủ lạnh', 'máy giặt', 'nóng lạnh']",1000
22,1,tro,"['tủ lạnh', 'máy giặt', 'wifi', 'điều hoà', 'bếp', 'tủ quần áo']",2400
40,0,tro,"['điều hoà', 'bếp', 'tủ quần áo', 'wifi', 'máy giặt', 'tủ lạnh', 'nóng lạnh']",1100
32,0,tro,"['tủ quần áo', 'nóng lạnh', 'tủ lạnh', 'điều hoà', 'wifi']",1300
19,1,tro,"['nóng lạnh', 'wifi', 'tủ quần áo', 'bếp']",1800
21,0,tro,"['máy giặt', 'tủ quần áo', 'tủ lạnh']",2300
24,0,tro,"['điều hoà', 'wifi', 'bếp', 'máy giặt', 'tủ quần áo', 'tủ lạnh', 'nóng lạnh']",1200
25,0,tro,['tủ quần áo'],2900
37,1,tro,"['wifi', 'nóng lạnh']",2600
23,0,tro,"['nóng lạnh', 'bếp', 'wifi', 'tủ lạnh', 'máy giặt', 'tủ quần áo', 'điều hoà']",1600
15,0,tro,"['điều hoà', 'máy giặt', 'tủ quần áo', 'nóng lạnh', 'bếp', 'wifi']",2500
29,0,tro,"['bếp', 'tủ quần áo', 'điều hoà', 'tủ lạnh', 'nóng lạnh', 'máy giặt']",2900
24,0,tro,"['điều hoà', 'wifi', 'nóng lạnh', 'bếp', 'máy giặt']",2300
16,1,tro,"['bếp', 'wifi', 'điều hoà', 'tủ lạnh']",1400
18,1,tro,"['tủ quần áo', 'wifi', 'điều hoà']",2300
34,1,tro,"['tủ lạnh', 'wifi']",2300
23,1,tro,"['máy giặt', 'bếp', 'tủ quần áo']",2200
30,1,tro,"['điều hoà', 'tủ lạnh', 'wifi', 'máy giặt']",1200
40,1,tro,"['nóng lạnh', 'máy giặt']",2200
36,1,tro,"['tủ lạnh', 'điều hoà', 'wifi', 'máy giặt']",2900
23,1,tro,"['điều hoà', 'wifi', 'nóng lạnh']",1500
25,0,tro,['tủ lạnh'],1500
11,0,tro,"['wifi', 'tủ lạnh', 'bếp', 'tủ quần áo']",1500
20,0,tro,['nóng lạnh'],1400
38,0,tro,"['bếp', 'máy giặt', 'điều hoà', 'tủ lạnh', 'nóng lạnh', 'wifi']",2700
35,1,tro,"['bếp', 'điều hoà', 'tủ lạnh']",1400
37,1,tro,"['tủ quần áo', 'máy giặt', 'điều hoà', 'tủ lạnh', 'nóng lạnh', 'bếp']",1500
25,1,tro,"['điều hoà', 'bếp']",1500
20,0,tro,"['tủ quần áo', 'bếp', 'wifi', 'nóng lạnh', 'điều hoà', 'tủ lạnh', 'máy giặt']",1700
30,0,tro,"['điều hoà', 'bếp', 'wifi', 'máy giặt', 'tủ lạnh', 'tủ quần áo', 'nóng lạnh']",1400
11,0,tro,"['điều hoà', 'tủ lạnh']",2700
20,0,tro,"['máy giặt', 'điều hoà', 'tủ quần áo', 'tủ lạnh', 'nóng lạnh', 'wifi', 'bếp']",2900
25,1,tro,"['tủ lạnh', 'wifi', 'điều hoà']",1300
21,1,tro,"['tủ quần áo', 'máy giặt', 'wifi', 'nóng lạnh', 'điều hoà', 'bếp']",2500
30,0,tro,"['máy giặt', 'tủ quần áo', 'nóng lạnh', 'wifi', 'tủ lạnh', 'điều hoà']",2000
30,0,tro,"['máy giặt', 'wifi', 'tủ lạnh', 'tủ quần áo']",2900
24,0,tro,"['điều hoà', 'tủ quần áo', 'bếp', 'nóng lạnh', 'máy giặt']",1200
38,1,tro,"['bếp', 'wifi', 'máy giặt']",2200
12,0,tro,['tủ quần áo'],1600
12,1,tro,"['bếp', 'tủ quần áo', 'wifi', 'điều hoà', 'máy giặt', 'tủ lạnh']",2900
36,1,tro,"['điều hoà', 'nóng lạnh', 'wifi']",1500
33,1,tro,"['điều hoà', 'tủ lạnh', 'máy giặt', 'nóng lạnh', 'bếp']",2200
37,1,tro,"['tủ quần áo', 'điều hoà', 'máy giặt']",2300
27,0,tro,"['nóng lạnh', 'tủ lạnh', 'wifi', 'điều hoà', 'máy giặt', 'tủ quần áo']",1100
19,0,tro,"['máy giặt', 'bếp']",2200
30,1,tro,"['điều hoà', 'wifi', 'máy giặt']",1200
38,0,tro,"['tủ quần áo', 'bếp', 'điều hoà', 'nóng lạnh', 'tủ lạnh', 'wifi']",2300
19,0,tro,"['tủ lạnh', 'tủ quần áo', 'điều hoà', 'wifi', 'bếp', 'nóng lạnh', 'máy giặt']",1100
29,0,tro,"['điều hoà', 'wifi', 'tủ quần áo', 'nóng lạnh', 'máy giặt']",1200
23,1,tro,['tủ quần áo'],1600
37,0,tro,"['bếp', 'nóng lạnh', 'máy giặt', 'tủ quần áo', 'điều hoà']",1000
20,1,tro,"['tủ lạnh', 'bếp', 'wifi', 'máy giặt']",1700
38,1,tro,"['tủ lạnh', 'máy giặt']",1100
30,1,tro,"['nóng lạnh', 'bếp']",2800
30,0,tro,"['bếp', 'điều hoà', 'máy giặt']",2000
24,1,tro,"['wifi', 'bếp', 'nóng lạnh', 'điều hoà', 'tủ lạnh']",1600
13,0,tro,"['điều hoà', 'tủ quần áo', 'nóng lạnh', 'máy giặt']",1200
21,0,tro,"['điều hoà', 'tủ lạnh', 'wifi', 'máy giặt']",2300
31,0,tro,"['tủ lạnh', 'máy giặt']",1900
24,1,tro,"['máy giặt', 'điều hoà', 'nóng lạnh']",1500
30,1,tro,"['máy giặt', 'bếp', 'nóng lạnh', 'tủ quần áo', 'điều hoà', 'tủ lạnh']",1100
23,1,tro,"['điều hoà', 'nóng lạnh', 'tủ quần áo', 'bếp', 'máy giặt', 'tủ lạnh', 'wifi']",2000
27,1,tro,['nóng lạnh'],2600
11,1,tro,"['nóng lạnh', 'tủ lạnh', 'máy giặt', 'tủ quần áo', 'wifi']",1300
22,1,tro,"['wifi', 'nóng lạnh', 'máy giặt', 'tủ quần áo', 'bếp', 'tủ lạnh']",2800
27,0,tro,"['máy giặt', 'tủ lạnh', 'nóng lạnh', 'wifi', 'điều hoà', 'bếp']",2300
21,1,tro,"['wifi', 'tủ quần áo', 'nóng lạnh', 'tủ lạnh', 'bếp', 'máy giặt', 'điều hoà']",1700
30,0,tro,"['bếp', 'wifi', 'điều hoà', 'tủ lạnh']",2500
10,0,tro,"['bếp', 'nóng lạnh']",2300
21,0,tro,"['tủ lạnh', 'bếp', 'wifi', 'nóng lạnh', 'máy giặt', 'điều hoà', 'tủ quần áo']",2200
34,0,tro,"['bếp', 'nóng lạnh', 'điều hoà', 'tủ lạnh', 'tủ quần áo']",2900
38,0,tro,['điều hoà'],1700
10,1,tro,"['điều hoà', 'wifi', 'máy giặt', 'nóng lạnh', 'bếp', 'tủ lạnh']",1900
40,0,tro,"['máy giặt', 'nóng lạnh']",2500
28,0,tro,"['máy giặt', 'tủ lạnh', 'nóng lạnh']",1000
25,0,tro,"['tủ quần áo', 'nóng lạnh']",1900
40,1,tro,"['nóng lạnh', 'điều hoà']",2600
26,0,tro,['bếp'],1400
29,1,tro,"['tủ lạnh', 'nóng lạnh', 'máy giặt', 'bếp', 'wifi', 'tủ quần áo']",1600
23,0,tro,"['tủ lạnh', 'tủ quần áo', 'điều hoà']",2900
17,0,tro,"['tủ quần áo', 'máy giặt', 'tủ lạnh', 'nóng lạnh', 'wifi', 'bếp', 'điều hoà']",1300
31,0,tro,"['điều hoà', 'tủ lạnh']",1500
32,1,tro,"['máy giặt', 'nóng lạnh', 'điều hoà', 'bếp']",1400
11,1,tro,"['tủ lạnh', 'máy giặt', 'nóng lạnh', 'bếp']",1200
19,0,tro,"['nóng lạnh', 'bếp', 'tủ lạnh']",1700
26,0,tro,"['tủ lạnh', 'wifi']",2600
35,1,tro,"['bếp', 'wifi', 'máy giặt', 'tủ quần áo']",1700
27,0,tro,['nóng lạnh'],1000
16,0,tro,"['máy giặt', 'tủ lạnh', 'tủ quần áo', 'điều hoà', 'nóng lạnh', 'wifi', 'bếp']",1100
29,1,tro,"['nóng lạnh', 'wifi']",2000
27,0,tro,['điều hoà'],2700
38,1,tro,"['nóng lạnh', 'tủ lạnh', 'bếp', 'điều hoà', 'wifi', 'máy giặt', 'tủ quần áo']",1300
16,1,tro,"['nóng lạnh', 'bếp', 'wifi', 'tủ quần áo', 'máy giặt']",2500
31,1,tro,"['máy giặt', 'tủ lạnh', 'nóng lạnh']",1400
13,1,tro,"['wifi', 'máy giặt']",2300
26,1,tro,"['tủ quần áo', 'điều hoà', 'bếp']",1400
22,0,tro,"['wifi', 'tủ quần áo', 'nóng lạnh', 'tủ lạnh', 'bếp']",2300
13,1,tro,"['nóng lạnh', 'tủ quần áo']",1100
27,1,tro,"['tủ lạnh', 'máy giặt', 'wifi', 'tủ quần áo', 'nóng lạnh', 'bếp', 'điều hoà']",1900
11,0,tro,"['tủ lạnh', 'nóng lạnh']",2400
18,0,tro,"['điều hoà', 'tủ quần áo', 'nóng lạnh', 'máy giặt', 'tủ lạnh', 'wifi']",1700
20,1,tro,"['máy giặt', 'tủ quần áo', 'nóng lạnh', 'bếp', 'điều hoà']",1100
20,0,tro,"['điều hoà', 'bếp', 'wifi', 'tủ lạnh', 'tủ quần áo', 'máy giặt']",1900
11,0,tro,"['tủ lạnh', 'bếp', 'tủ quần áo', 'điều hoà', 'máy giặt', 'nóng lạnh']",2700
24,0,tro,"['wifi', 'bếp']",2300
31,0,tro,"['bếp', 'điều hoà', 'tủ quần áo']",1600
33,1,tro,"['tủ lạnh', 'wifi', 'bếp', 'điều hoà', 'tủ quần áo', 'máy giặt', 'nóng lạnh']",1500
34,0,tro,"['bếp', 'nóng lạnh', 'tủ lạnh', 'wifi', 'máy giặt', 'điều hoà', 'tủ quần áo']",2700
14,0,tro,"['điều hoà', 'wifi', 'tủ quần áo', 'tủ lạnh', 'bếp']",1800
